site,ccv2m,ccv5m,chm,dem,disttowater,NDVI_max,NDVI_median,ndviresi,pisr_1,pisr_10,pisr_11,pisr_12,pisr_2,pisr_3,pisr_4,pisr_5,pisr_6,pisr_7,pisr_8,pisr_9,Pseudo_albedo,scd,shrubs,slope,snoweffect,snowresi,swi_suct2,swi_suct256,swi_suct64,swi_suct8,swi,tpi1000,tpi15,tpi250,tpi30,tpi500,tpi90,TWI_d8,TWI_Dinf,TWI_FD8f,watereffect,windexp,windexp100,ccv2m5,ccv5m5,chm5,eos1,eos3,moist_cv_july,moist_cv_summer,moist_max_july,moist_max_summer,moist_mean_july,moist_mean_summer,moist_min_july,moist_min_summer,moist_sd_july,moist_sd_summer,sos1,sos3,T1_FDD_days,T1_FDD,T1_ft,T1_GDD3_days,T1_GDD3,T1_GDD5_days,T1_GDD5,T1_max,T1_mean_1,T1_mean_10,T1_mean_11,T1_mean_12,T1_mean_2,T1_mean_3,T1_mean_4,T1_mean_5,T1_mean_6,T1_mean_7,T1_mean_8,T1_mean_9,T1_mean,T1_min,T1_TDD_days,T1_TDD,T3_FDD_days,T3_FDD,T3_frost,T3_ft,T3_GDD3_days,T3_GDD3,T3_GDD5_days,T3_GDD5,T3_max,T3_mean_1,T3_mean_10,T3_mean_11,T3_mean_12,T3_mean_2,T3_mean_3,T3_mean_4,T3_mean_5,T3_mean_6,T3_mean_7,T3_mean_8,T3_mean_9,T3_mean,T3_min,T3_TDD_days,T3_TDD,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11,PCA12,PCA13,PCA14,PCA15
F12,0,0,0,59332,66,736,558,23,0,593,43,0,249,1430,3654,5926,7211,6629,4591,2241,1622,171,0,517,412,21,1300,1012,1012,1012,984,-2301,-61,-749,-154,-1408,-328,1116,1042,1009,11,909,931,0,0,0,282.5,278.87,0.11,0.18,35.26,41.74,31.2,31.42,26.76,25.71,2.55,4.67,164.48,168.4,207.89,-155.55,3.06,108.28,976.64,90.7,909.58,15.53,-0.88,1.32,-0.36,-0.82,-0.85,-0.83,-0.58,-0.2,3.33,10.92,10.38,5.3,2.51,-1.5,170.75,1012.89,233.06,-545.62,-5.31,69.95,101.98,1039.68,88.92,978.96,27.39,-2.65,-1.72,-3.91,-3.53,-2.21,-1.71,-1,-0.19,5.58,12.15,10.48,4.37,1.51,-12.27,132.29,1063.49,-416,191,-41,30,-30,140,115,35,-85,-14,-46,-63,58,12,2
F13,0,0,0,59394,71,759,581,47,0,595,43,0,251,1393,3618,5870,7186,6571,4537,2212,1664,168,0,892,344,18,1200,973,973,965,991,-2294,-70,-637,-154,-1327,-314,740,1020,970,2,912,933,0,0,0,282.66,278.48,0.12,0.19,35.61,41.82,31.05,31.49,25.79,25.45,2.57,4.31,162.93,166.78,206.57,-154.94,3.13,109.2,941.13,89.77,865.22,15.08,-0.85,1.3,-0.34,-0.8,-0.75,-0.84,-0.59,-0.22,4.05,10.67,10.17,5.11,2.41,-1.32,167.41,992.09,232.42,-555.3,-5.74,71.28,105.13,1062.14,91.3,999.57,27.89,-2.58,-1.67,-3.93,-3.52,-2.22,-1.77,-0.99,-0.14,6.5,12.2,10.4,4.35,1.51,-12.32,132.79,1083.48,-400,154,195,74,-43,53,106,6,-50,-30,-41,-65,52,-29,5
F14,0,0,0,59502,77,776,580,64,0,526,43,0,222,1196,3318,5567,6919,6299,4223,1956,1538,160,0,1204,212,10,1097,865,865,866,923,-2294,-46,-637,-113,-1327,-256,459,683,863,0,926,947,0,0,0,282.79,278.52,0.13,0.2,29.25,36.96,25.76,25.07,21.19,19.52,2.47,4,159.66,163.67,205.86,-149.14,3.55,113.72,925.94,91.28,833.9,13.97,-0.75,1.47,-0.28,-0.75,-0.72,-0.79,-0.59,-0.21,4.66,10.15,9.83,5.09,2.39,-1.27,172.51,964.53,231.67,-537.56,-7.45,83.43,110.94,1112.08,95.68,1042.05,29,-2.47,-1.68,-3.76,-3.56,-2.1,-1.72,-0.98,-0.05,8.51,12.32,10.44,4.36,1.59,-11.9,133.28,1139.49,-507,68,229,87,-73,87,78,41,20,25,-77,-32,81,-55,-66
F15,0,0,0,59660,82,777,600,66,0,443,43,0,223,1041,3037,5326,6742,6084,3959,1728,1515,157,0,1143,212,6,1029,450,450,732,750,-2242,24,-597,-19,-1283,-145,291,320,426,0,957,988,0,0,0,282.96,279.05,0.13,0.18,26.03,31.37,22.32,23.01,18.18,17.78,2.36,3.45,156.78,162.63,204.98,-190.29,3.81,115.65,937.13,93.82,851.72,13.58,-1.06,1.59,-0.43,-0.94,-0.8,-1.08,-0.7,-0.19,4.5,10.03,9.67,5.12,2.37,-1.42,172.12,972.44,227.91,-597.89,-6.46,82.46,115.45,1141.34,98.67,1069.72,29.17,-3.01,-1.67,-4.06,-3.97,-2.45,-1.98,-1.14,0.25,9.44,12.31,10.41,4.35,1.53,-12.05,136.72,1168,-480,-13,197,-108,44,111,69,-20,-31,67,-119,-43,86,-34,-49
F16,0,0,0,59290,60,745,567,32,0,548,43,0,240,1333,3528,5797,7152,6515,4454,2136,1588,167,0,374,403,17,1362,1017,1022,1038,974,-2301,-39,-749,-133,-1408,-320,813,965,1026,19,905,928,0,0,0,282.47,278.93,0.1,0.19,38.01,44.19,32.64,34.03,29.45,27.25,2.41,4.26,163.56,167.45,198.9,-154.21,3.13,109.43,975.33,91.21,910.25,15.59,-0.87,1.32,-0.35,-0.78,-0.78,-0.83,-0.57,-0.19,3.63,10.97,10.46,5.35,2.5,-1.44,170.66,1027.26,232.8,-543.41,-6.04,71.3,103.87,1055.35,90.45,988.9,27.44,-2.61,-1.69,-3.98,-3.42,-2.26,-1.76,-0.95,-0.17,6.03,12.16,10.47,4.35,1.58,-12.27,133.86,1079.68,-423,108,-42,60,-70,55,150,102,-86,-41,28,-46,39,6,71
F17,0,0,0,59327,64,750,569,37,0,569,43,0,243,1357,3596,5863,7204,6587,4524,2186,1633,171,0,376,412,21,1344,973,976,997,929,-2301,-53,-749,-144,-1408,-319,735,845,971,17,907,928,0,0,0,282.36,278.46,0.11,0.19,36.28,43.24,31.14,32.21,27.99,25.86,2.51,4.43,164.48,168.4,207.1,-157.73,3.09,107.48,946.98,89.12,871.06,15.43,-0.96,1.29,-0.35,-0.87,-0.8,-0.84,-0.56,-0.2,3.29,10.9,10.2,5.28,2.45,-1.45,166.6,998.97,234.04,-562.14,-5.29,70.62,101.93,1044.48,88.98,979.31,27.4,-2.76,-1.74,-4.12,-3.59,-2.36,-1.81,-1.02,-0.17,5.63,12.17,10.44,4.34,1.53,-12.35,132.13,1067.61,-430,132,-47,82,-67,70,140,26,-42,-86,5,-20,65,-32,7
F18,0,0,0,59402,70,765,564,52,0,502,43,0,223,1162,3240,5504,6876,6251,4154,1885,1617,165,0,1109,264,15,1186,728,728,821,854,-2294,-59,-640,-137,-1330,-293,503,544,730,3,918,941,0,0,0,282.52,278.23,0.12,0.19,30.53,35.94,25.87,26.79,21.5,19.84,2.45,3.97,160.84,164.97,205.1,-154.93,3.27,111.26,936.91,90.77,838.35,14.61,-0.88,1.33,-0.29,-0.89,-0.71,-0.86,-0.56,-0.2,4.57,10.43,9.93,5.08,2.37,-1.24,166.74,979.37,232.65,-569.08,-6.16,75.11,108.03,1081.88,93.17,1020.94,28.44,-2.78,-1.73,-3.89,-3.65,-2.26,-1.8,-1.04,-0.12,7.47,12.28,10.38,4.33,1.53,-12.04,132.87,1108.12,-454,93,78,40,2,140,105,-42,-22,-104,-34,-8,102,-56,0
F19,0,0,0,59544,75,769,584,58,0,445,43,0,221,1024,2958,5197,6606,5957,3844,1681,1549,159,0,1528,212,8,1072,487,487,590,537,-2183,-11,-553,-63,-1234,-199,442,412,488,0,944,972,0,0,0,282.79,277.87,0.12,0.17,26.82,31.47,23.16,21.98,19.16,17.28,2.37,3.49,158.67,163.55,207.26,-176.83,3.75,113.05,895.41,89.88,807.72,13.8,-0.94,1.47,-0.38,-0.93,-0.71,-0.97,-0.71,-0.25,4.46,10.07,9.58,4.91,2.29,-1.3,168.13,944.65,230.34,-585.2,-5.38,79.94,112.45,1126.95,96.29,1054.15,28.69,-2.94,-1.64,-3.6,-3.86,-2.22,-1.84,-1.13,0.01,8.86,12.32,10.4,4.3,1.54,-12.19,135.36,1152.62,-454,49,332,116,-66,112,-18,43,64,52,-68,-33,46,-53,-46
F2,0,0,0,59550,72,743,584,32,0,734,43,0,281,1735,4077,6253,7444,6891,4975,2613,1528,167,0,1565,312,17,1051,409,409,428,446,-2183,27,-488,-10,-1188,-144,347,367,409,0,963,998,0,0,0,282.62,278.86,0.12,0.15,25.84,29.02,22.01,22.34,18.45,17.04,2.17,3.02,160.29,163.5,212.18,-186.86,3.52,111.07,960.14,93.09,860.1,14.74,-1.24,1.4,-0.41,-1.02,-0.87,-1.15,-0.78,-0.15,5.1,10.46,9.89,5.12,2.36,-1.84,163.29,995.15,230.36,-597.26,-5.21,70.32,108.32,1089.17,94.66,1030.28,28.58,-3.23,-1.67,-3.86,-4.08,-2.48,-2.03,-1.24,-0.11,7.62,12.34,10.49,4.42,1.4,-12.34,135.21,1115.19,-465,101,102,-27,-47,-82,59,79,27,7,-59,-28,46,-45,-29
F20,0,0,0,59715,81,763,594,53,0,534,43,0,240,1260,3381,5654,7019,6387,4301,2013,1530,157,0,949,177,6,1047,440,440,558,537,-2126,49,-509,37,-1185,-78,446,391,442,0,975,1013,0,0,0,282.89,278.22,0.11,0.17,25.36,30.42,21.25,22.53,17.4,16.56,2.24,3.28,155.99,162.26,206.38,-225.21,4.39,113.64,901.62,90.98,811.44,13.29,-1.3,1.5,-0.48,-1.11,-1.23,-1.42,-0.83,-0.24,4.31,9.85,9.45,5,2.15,-2.05,168.3,944.81,226.18,-690.52,-6.59,88.1,116.16,1146.77,99.36,1076.98,28.92,-3.82,-1.79,-4.84,-4.59,-3.21,-2.63,-1.38,0.41,9.94,12.32,10.37,4.29,1.34,-13.22,138.67,1172.12,-470,-14,179,-28,-72,-7,13,-74,11,47,-143,-32,43,-58,-14
F21,0,0,0,59327,58,760,584,47,0,535,43,0,236,1319,3514,5779,7162,6536,4442,2107,1509,166,0,358,312,16,1376,843,893,978,876,-2301,-9,-749,-85,-1408,-266,580,605,656,25,917,946,0,0,0,282.89,278.61,0.11,0.19,34.17,40.37,29.03,29.22,24.74,22.97,2.47,4.21,161.27,164.28,196.54,-157.7,3.33,111.97,959.5,92.88,885.23,15.09,-0.9,1.44,-0.28,-0.75,-0.67,-0.82,-0.51,-0.2,4.52,10.87,10.3,5.37,2.49,-1.3,166.08,1021.86,231.76,-549.09,-7.23,73.98,107.48,1081.46,93.08,1016.39,28.18,-2.68,-1.67,-4.21,-3.63,-2.37,-1.78,-0.98,-0.13,7.24,12.21,10.34,4.34,1.59,-12.09,135,1104.14,-471,83,65,66,-18,35,178,61,-66,-44,9,-95,72,-12,24
F22,0,0,0,59357,62,766,579,53,0,530,43,0,237,1274,3463,5757,7129,6503,4420,2073,1643,165,0,418,312,15,1342,737,787,904,798,-2232,-43,-707,-112,-1354,-274,639,625,667,20,915,940,0,0,0,282.72,278.18,0.12,0.19,32.31,37.98,28.67,27.56,24.04,22.59,2.55,4.62,161.69,164.91,205.88,-159.04,3.32,110.07,929.24,91.08,846.22,14.9,-0.85,1.39,-0.31,-0.86,-0.71,-0.88,-0.57,-0.22,4.2,10.59,10.06,5.12,2.41,-1.3,164.08,980.13,231.71,-556.65,-6.94,73.86,107.7,1076.3,92.74,1010.25,28.27,-2.81,-1.68,-4.1,-3.74,-2.33,-1.79,-0.99,-0.14,7.22,12.26,10.37,4.32,1.56,-12.37,133.54,1102.86,-474,90,163,193,-62,0,41,137,102,-52,-4,-56,63,-32,-35
F23,0,0,0,59435,68,771,577,59,0,469,43,0,222,1107,3128,5387,6771,6131,4031,1806,1692,160,0,1311,212,10,1167,543,550,631,628,-2186,-51,-679,-103,-1318,-244,488,515,523,5,928,955,0,0,0,282.56,278,0.12,0.19,27.86,33.37,23.76,24,19.55,18.14,2.37,3.72,158.69,163.05,203.14,-148.71,3.63,113.35,916.27,92.22,838.72,13.84,-0.84,1.42,-0.23,-0.84,-0.7,-0.85,-0.59,-0.22,4.69,10.1,9.73,5.03,2.4,-1.23,167.52,972.67,231.39,-562.71,-5.96,79.65,111.18,1096.21,95.11,1033.85,28.75,-2.66,-1.69,-3.61,-3.65,-2.07,-1.75,-1.04,-0.05,8.3,12.31,10.4,4.29,1.57,-12.17,134.29,1126.73,-476,19,85,64,-35,33,85,-55,43,-20,-73,53,69,35,1
F24,0,0,0,59581,73,771,588,60,0,472,43,0,222,1099,3087,5335,6726,6079,3981,1781,1572,157,0,1432,212,6,1079,497,497,497,529,-2126,-5,-509,-21,-1185,-142,452,476,493,0,955,987,0,0,0,282.81,278.47,0.11,0.18,25.66,31.14,22.09,22.21,17.83,16.53,2.31,3.53,157.6,162.73,205.86,-168.49,3.58,113.74,907.85,91.62,817.23,13.51,-0.97,1.56,-0.3,-0.91,-0.77,-1.03,-0.68,-0.23,4.48,9.96,9.58,5.01,2.32,-1.49,167.95,959.19,228.81,-612.21,-5.57,80.45,114.82,1131.43,97.83,1064.54,28.96,-3.17,-1.68,-3.82,-3.94,-2.41,-2.03,-1.19,0.17,9.31,12.34,10.4,4.31,1.51,-12.04,136.52,1158.84,-477,46,139,-11,-4,47,100,-114,2,38,-87,-17,64,-8,7
F25,0,0,0,59704,74,756,599,46,0,509,43,0,224,1254,3399,5677,7042,6409,4324,2025,1575,152,0,875,112,1,1067,523,523,525,513,-2126,-1,-509,34,-1185,-65,472,511,518,0,966,1001,0,0,0,282.71,277.76,0.11,0.18,25.51,31.84,21.87,23.23,18.15,16.48,2.27,3.71,156.33,162.25,208.8,-211.4,4.91,111.83,872.36,89.21,773.79,13.08,-1.24,1.33,-0.44,-1.09,-1.16,-1.39,-0.86,-0.25,3.95,9.49,9.25,4.88,2.06,-2.17,162.02,922.97,223.92,-682.3,-6.58,82.18,117.57,1151.61,99.72,1077.62,28.99,-3.85,-1.8,-4.51,-4.55,-3.2,-2.51,-1.44,0.53,10,12.38,10.39,4.22,1.32,-13.02,140.86,1176.75,-444,-36,224,-36,-25,-21,52,-113,-18,8,-132,13,67,-65,-13
F3,0,0,0,59630,77,756,586,45,0,782,43,0,286,1911,4365,6533,7700,7162,5272,2855,1441,166,0,1233,312,15,1047,391,391,616,613,-2183,41,-488,10,-1188,-115,279,318,391,0,970,1007,0,0,0,282.74,279.45,0.11,0.18,28.33,32.01,23.37,24.32,19.71,18.49,2.33,3.55,159.76,163.52,205.04,-209.69,3.78,112.91,985.43,93.69,900.91,14.72,-1.31,1.49,-0.48,-1.13,-0.95,-1.27,-0.77,-0.15,5.28,10.46,9.97,5.33,2.44,-1.82,164.03,1014.46,230.38,-624.09,-5.49,71.8,109.07,1083.74,95.61,1032.45,28.43,-3.41,-1.72,-4.27,-4.22,-2.73,-2.17,-1.19,-0.03,7.91,12.23,10.41,4.4,1.36,-12.68,134.51,1109.31,-501,163,-38,-25,-88,3,100,-80,-78,16,-105,-42,83,-54,4
F4,0,0,0,59605,81,744,592,33,0,722,43,0,274,1760,4172,6381,7585,7040,5093,2685,1561,162,0,790,212,11,1086,667,667,827,819,-2177,-28,-472,-60,-1175,-182,585,567,677,0,940,965,0,0,0,282.78,278.81,0.11,0.18,29.36,35.51,25.1,25.33,20.13,18.37,2.52,4.08,159.55,163.43,200.49,-149.43,3.46,113.76,965.62,93.71,874.11,14.56,-0.88,1.37,-0.35,-0.8,-0.77,-0.84,-0.59,-0.16,5.26,10.45,9.94,5.27,2.47,-1.27,169.06,1002.86,231.35,-569.47,-7.02,80.29,109.72,1106.91,94.72,1048.17,29.1,-2.75,-1.74,-3.83,-3.76,-2.35,-1.94,-1.05,-0.12,8.23,12.34,10.43,4.38,1.5,-12.11,134.55,1131.95,-541,151,-23,-26,-35,-12,147,-45,-38,-34,-65,6,16,-51,18
F5,0,0,0,59637,87,786,592,75,0,661,43,0,264,1592,3902,6139,7396,6823,4825,2450,1442,158,0,771,212,7,1058,838,838,892,898,-2267,-55,-508,-92,-1224,-207,725,712,855,0,931,953,0,0,0,282.92,278.38,0.12,0.2,29,36.19,25.5,25.94,21.51,20.21,2.3,3.9,158.35,162.11,203.31,-147.35,3.8,114.96,951.6,93.87,870.91,14.19,-0.75,1.38,-0.3,-0.78,-0.7,-0.82,-0.59,-0.18,5.02,10.26,9.9,5.17,2.39,-1.08,169.18,998.9,230,-562.57,-8.61,88.19,113.73,1141.08,97.79,1064.65,29.26,-2.86,-1.69,-3.71,-3.86,-2.23,-1.76,-1.06,0.07,9.16,12.36,10.35,4.32,1.6,-12.41,134.37,1170.4,-549,-16,237,-30,13,-7,-2,106,86,-57,-85,-12,73,8,21
F6,0,0,0,59329,63,734,574,21,0,708,43,0,272,1695,4042,6237,7444,6886,4939,2572,1490,167,0,1142,312,17,1208,553,658,789,783,-2311,-55,-717,-127,-1391,-294,413,480,564,11,918,944,0,0,0,282.53,278.64,0.12,0.19,30.21,34.68,26.15,26.37,21.5,19.95,2.33,3.6,162.46,165.66,202.27,-161.3,3.19,109.78,964.54,91.96,871.38,15.29,-0.92,1.3,-0.39,-0.85,-0.8,-0.9,-0.62,-0.19,4.84,10.8,10.13,5.16,2.42,-1.42,169.11,999.04,230,-549.83,-5.6,70.4,106.63,1079.37,92.86,1017.45,28.06,-2.65,-1.76,-3.95,-3.53,-2.27,-1.79,-1.01,-0.13,7.03,12.27,10.48,4.4,1.5,-12.08,136.4,1103.31,-369,188,50,19,-66,-70,93,108,-36,-42,-11,-33,59,-55,53
F7,0,0,0,59377,69,764,580,51,0,724,43,0,274,1726,4062,6262,7469,6904,4975,2608,1578,167,0,1350,312,17,1152,716,716,776,835,-2183,-64,-488,-140,-1188,-300,432,428,728,0,915,938,0,0,0,282.67,279.13,0.12,0.2,30.44,33.56,26.71,26.4,22.42,19.93,2.35,3.55,161.53,164.73,206.39,-152.93,3.25,111.32,974.65,93.38,891.26,15.55,-0.85,1.4,-0.32,-0.83,-0.72,-0.84,-0.58,-0.18,4.8,10.97,10.22,5.23,2.49,-1.31,163.45,1015.19,231.34,-532.5,-5.16,69.43,106.75,1074.45,92.86,1012.65,28.36,-2.47,-1.68,-3.67,-3.49,-2.18,-1.7,-0.98,-0.1,7.04,12.25,10.38,4.38,1.56,-11.82,135.1,1099.15,-388,149,90,-1,3,-53,100,95,-50,-25,21,-58,76,-7,2
F8,0,0,0,59445,73,763,585,51,0,708,43,0,272,1684,4022,6213,7437,6873,4921,2556,1651,167,0,1270,312,17,1128,841,841,842,904,-2294,-42,-637,-115,-1327,-269,694,719,842,0,927,954,0,0,0,282.61,278.67,0.12,0.2,31.86,39.03,27.28,28.54,23.2,21.53,2.59,3.9,162.36,165.49,208.25,-147.36,3.29,110.25,961.53,91.49,868.04,14.91,-0.8,1.37,-0.31,-0.75,-0.69,-0.8,-0.57,-0.19,4.67,10.62,10.11,5.17,2.43,-1.27,162.65,997.35,231.13,-547,-4.86,69.41,106.99,1074.15,92.74,1014.7,28.26,-2.55,-1.69,-3.82,-3.54,-2.19,-1.71,-0.99,-0.11,7.03,12.25,10.37,4.38,1.54,-11.77,134.6,1097.84,-476,101,159,21,-13,63,69,92,-10,-21,-56,-53,105,-41,-12
F9,0,0,0,59541,78,770,587,58,0,652,43,0,264,1554,3834,6064,7339,6747,4747,2393,1512,164,0,978,307,14,1103,944,944,944,981,-2294,-20,-637,-83,-1327,-225,1052,968,948,0,938,966,0,0,0,282.57,279,0.14,0.18,31.5,39.01,27.01,28.04,22.58,23.05,2.46,4.42,161.19,164.29,204.82,-150.51,3.54,112.91,986.45,93.56,907.02,15.15,-0.82,1.29,-0.34,-0.78,-0.72,-0.84,-0.58,-0.2,4.82,10.7,10.13,5.21,2.45,-1.3,165.46,1005.54,229.6,-551.83,-5.49,72.76,108.66,1091.59,94.03,1027.69,28.74,-2.7,-1.69,-4.03,-3.7,-2.25,-1.8,-1.03,-0.09,7.68,12.3,10.4,4.38,1.54,-12.18,134.62,1113.33,-490,41,123,-180,49,41,88,61,2,-39,-75,-24,70,-21,-3
RA217,0,0,0,79051,345,659,482,88,0,1219,43,0,481,2574,5081,6944,7734,7372,5939,3632,1622,141,0,3554,191,-15,500,500,500,500,501,9582,-77,151,-376,3978,-959,248,447,490,0,1037,1031,0,0,1,282.15,278.72,0.12,0.16,24.69,28.95,20.61,21.21,15.94,15.82,2.3,3.32,147.59,152.16,204.43,-413.24,10.63,120.58,1139.69,100.87,1075.02,19.61,-2.81,0.95,-1.03,-2.29,-3.66,-2.6,-1.27,0.5,8.07,11.99,11.28,5.31,2.16,-5.97,165.09,1164.66,221.12,-758.61,-9.58,102.19,114.73,1087.01,95.12,1010.45,29.83,-5.16,-1.25,-3.54,-4.53,-4.84,-3.75,-1.6,0.88,9.16,11.67,10.25,3.8,1.06,-10.58,143.66,1123.05,167,-20,-80,48,-33,66,71,10,-0,27,69,-121,17,22,6
RA218,0,0,0,79553,334,592,440,24,0,1380,42,0,539,2851,5322,6877,7515,7225,6005,3935,1640,153,0,4665,207,-3,446,446,446,446,478,9802,-272,152,-586,4046,-1052,251,430,440,0,1033,1024,0,0,0,281.74,277.75,0.12,0.15,24.65,27.99,20.06,20.95,16.48,15.48,2.24,3.18,150.41,155.96,204.39,-335.65,13.02,117.86,1162.21,99.88,1075.36,20.51,-2.21,0.88,-0.83,-1.9,-2.51,-2.24,-1.32,-0,7.9,12.35,11.67,5.48,2.28,-3.22,157.67,1175.94,226.89,-637.49,-6.45,70.8,109.67,1056.13,91.9,979.06,29.54,-3.71,-1.01,-2.32,-3.81,-3.65,-2.92,-1.45,0.3,8.69,11.67,10.24,3.86,1.35,-8.26,140.09,1097.81,383,-38,-60,118,48,72,46,35,45,17,36,-126,-35,48,-10
RA219,0,0,0,79434,338,583,449,14,0,1359,42,0,530,2818,5301,7005,7678,7368,5977,3911,1643,150,0,4393,208,-6,481,481,481,481,509,11305,-315,1243,-633,5316,-1056,518,455,475,0,1029,1015,0,0,2,281.78,277.58,0.12,0.17,25.88,28.68,20.93,20.87,16.78,15.56,2.21,3.33,151.05,155.22,205.92,-310.58,13.38,117.67,1162.87,99.76,1070.07,20.77,-2.01,0.82,-0.8,-1.84,-2.3,-2.21,-1.25,0.08,8,12.51,11.9,5.43,2.25,-2.94,158.63,1179.32,226.75,-629.82,-6.74,74.28,110.73,1061.39,92.02,982.61,29.47,-3.53,-1.18,-2.14,-3.64,-3.61,-2.88,-1.48,0.3,8.73,11.57,10.15,3.8,1.32,-8.48,139.72,1101.6,490,-62,-114,171,-33,14,81,36,47,5,115,-86,1,67,-27
RA220,0,0,0,79820,335,587,422,21,0,1488,41,0,576,3019,5373,6696,7181,6962,5934,4098,1627,156,0,5659,210,-0,423,423,423,423,497,11305,-320,1243,-615,5316,-916,314,390,413,0,1034,1023,0,0,1,281.63,277.08,0.11,0.15,24.98,28.39,20.39,21.56,16.99,16.2,2.18,3.15,151.34,156.44,208.06,-344.42,13.84,116.72,1140.87,98.95,1056.25,20.49,-2.12,0.79,-0.84,-1.94,-2.48,-2.25,-1.39,-0.17,7.58,12.49,11.6,5.29,2.17,-3.38,153.88,1172.55,228.36,-631.07,-5.57,65.96,107.65,1039.06,90.51,967.81,29.08,-3.75,-1.22,-2.19,-3.73,-3.63,-2.81,-1.53,0.14,8.36,11.52,10.06,3.73,1.22,-8.5,139.11,1083.43,590,-70,-96,140,-14,78,33,60,60,30,82,-56,-1,74,-26
RA221,0,0,0,79082,346,637,477,66,0,1236,43,0,486,2602,5210,6976,7794,7418,5979,3677,1632,140,0,3460,196,-16,516,516,516,516,519,10465,-86,629,-398,4636,-927,389,479,508,0,1038,1033,0,0,0,282.05,278.34,0.12,0.16,24.72,28.93,20.3,21.25,16.03,15.32,2.19,3.2,146.32,151.78,205.88,-403.08,10.89,120.46,1143.45,100.76,1078.11,19.92,-2.77,0.96,-1.1,-2.28,-3.88,-2.63,-1.33,0.5,8,12.15,11.31,5.31,2.2,-6.14,164.22,1174.86,220.96,-744.22,-9.69,109.54,114.91,1082.04,94.9,1006.14,29.83,-5.11,-1.12,-3.49,-4.54,-4.96,-3.64,-1.55,0.87,9.11,11.66,10.27,3.82,1.07,-10.57,144.39,1120.76,265,-43,-32,2,39,89,43,40,30,66,70,-133,-8,27,35
RA028,0,0,0,74351,435,747,593,142,0,975,44,0,396,2121,4622,6700,7743,7259,5464,3098,1521,148,0,2166,20,-7,689,695,695,695,648,1160,-35,607,-34,-148,59,738,606,684,0,1027,1015,0,0,0,282.09,276.23,0.07,0.08,43.54,47.05,37.33,38.99,38.63,37.5,1.99,2.78,150.77,154.71,203.73,-179.85,4.95,116.37,991.21,94.85,900.93,15.38,-1.17,1.09,-0.38,-0.72,-1.17,-1.3,-0.75,0.12,7.14,10.71,10.14,4.75,2.25,-1.78,161.64,1026.89,219.23,-567.31,-9.91,78.24,114.65,1089.8,96.39,1015.72,27.86,-3.16,-1.61,-2.67,-3.82,-2.83,-2.39,-1.18,0.95,9.34,11.48,9.98,3.82,1.45,-10.57,145.56,1132.29,-507,53,-241,192,20,44,-65,-38,-9,-48,84,2,5,58,-29
RA216,0,0,0,79960,508,646,516,81,0,1122,43,0,449,2398,4900,6825,7703,7297,5668,3398,1513,140,0,3518,72,-16,597,597,597,597,644,3963,9,-2092,-52,-672,-483,454,562,593,0,1032,1029,0,0,0,281.74,276.48,0.14,0.17,24.52,29.65,19.53,21.27,15.73,15.35,2.23,3.18,144.58,147.94,210.66,-538.43,9.74,120.03,1049.33,99.67,959.44,18.74,-3.31,0.51,-1.65,-2.63,-3.75,-3.14,-1.53,0.94,8.52,11.07,10.14,4.66,1.46,-6.23,157.43,1092.38,217.76,-966.73,-12.9,117.18,116.37,1082.19,95.5,996.99,28.58,-6.34,-2.05,-4.34,-5.9,-5.68,-4.74,-2.13,1.07,9.19,11.32,9.71,3.44,0.39,-13.73,147.82,1123.94,-41,-49,-6,8,68,73,-10,25,110,-26,24,-12,61,-36,33
RA040,0,0,0,71408,12,651,458,25,0,623,43,0,255,1496,3744,5967,7294,6642,4634,2316,1421,156,0,60,143,2,1700,1618,1629,1648,1342,-5363,-2,-1253,-12,-2663,-206,940,1419,1367,96,909,945,0,0,0,281.35,275.81,0.04,0.05,54.01,55.21,50.77,52.03,49.05,48.14,1.86,3.26,159.86,164.13,190.4,-72.31,4.78,108.83,925.87,89.57,846.75,14.47,-0.42,1.26,-0.06,-0.33,-0.5,-0.43,-0.35,-0.2,4.77,10.64,9.91,4.74,2.43,-1,164.64,974.84,230.97,-531.73,-9.44,94.36,110.29,1046.71,93.43,980.54,26.86,-2.63,-2.18,-3.6,-3.3,-2.2,-1.58,-0.85,0.17,8.62,11.62,9.84,3.71,1.46,-11.74,134.17,1079.49,-57,355,-185,80,-90,71,-46,84,-13,58,79,37,35,-32,32
RA072,26,0,79,63080,347,803,597,118,0,1401,43,0,541,2892,5491,7078,7748,7369,6167,4033,1475,151,0,4289,163,-0,633,633,633,633,682,-4710,-96,-860,-102,-2413,-172,334,564,629,0,1026,1017,37,0,142,284.18,280.09,0.11,0.15,23,28.88,20.73,20.62,17.76,15.86,2.07,3.59,149.74,153.49,197.6,-186.73,4.89,125.29,1295.94,108.09,1227.81,21.18,-1.26,1.71,-0.33,-1.25,-1.24,-1,-0.59,0.2,9.62,13.15,12.25,6.57,3.06,-1.95,170.5,1302.76,219.57,-600.89,-6.87,76.27,120.41,1237.78,105.18,1170.55,32.36,-3.74,-1.18,-3.27,-4.27,-2.9,-1.91,-0.78,0.82,10.15,12.65,11.14,4.85,1.81,-11.46,144.91,1271.81,-624,-107,-205,33,-32,44,69,10,94,67,102,38,-7,59,10
